timestamp,value_mm
2025-08-15 11:01:30.486285,0.0
2025-08-15 11:01:31.471042,0.0
2025-08-15 11:01:32.479623,12.464
2025-08-15 11:01:33.486910,2.993
2025-08-15 11:01:34.485780,1.009
