timestamp,value_mm
2025-08-15 11:00:41.158175,-0.001
2025-08-15 11:00:42.159453,0.0
2025-08-15 11:00:43.157137,0.0
2025-08-15 11:00:44.207377,0.0
2025-08-15 11:00:45.205630,0.0
2025-08-15 11:00:46.165871,0.0
2025-08-15 11:00:47.174183,0.0
2025-08-15 11:00:48.159630,7.857
2025-08-15 11:00:49.159128,0.163
2025-08-15 11:00:50.159354,0.807
2025-08-15 11:00:52.206830,0.0
